area_id, stop_id
08019,000946
08019,003508
08019,003886
08019,003846
08015,106007
08015,109155
08015,106009
08015,103861
08015,103860
08015,101056
08015,105499
08015,105498
08015,110494
08015,109979
08015,100269
08015,102577
08015,105544
08015,101776
08015,101779
08015,101781
08015,101780
08015,110577
08015,102690
08015,101191
08015,108832
08015,101194
08015,101131
08015,101010
08015,101015
08015,101029
08015,101026
08015,108631
08015,110027
08015,100131
08015,101277
08015,101278
08015,101276
08015,002997
08015,002998
08015,003384
08015,003352
08194,001744
08019,003688
08019,000569
08019,001111
08019,003550
08019,003641
08019,002905
08019,002289
08019,000382
08019,001274
08019,002741
08019,000300
08019,000835
08019,003571
08019,000950
08019,001231
08019,000123
08019,112480
08019,003804
08019,003241
08019,001127
08019,001128
08019,001616
08019,002293
08019,003572
08019,000031
08019,000830
08019,001273
08019,000827
08019,001131
08019,000191
08019,000578
08019,000717
08019,002949
08019,000888
08019,001666
08194,000506
08194,003689
08194,000899
08015,110390
08015,003349
08015,003351
08015,003407
08015,003353
08015,002995
08015,100786
08015,100787
08015,110393
08015,100549
08015,109710
08015,102276
08015,105555
08015,101019
08015,101020
08015,105546
08015,101009
08015,101011
08015,101130
08015,101195
08015,101196
08015,102470
08015,110533
08015,102681
08015,103139
08015,103135
08015,103137
08015,102334
08015,102335
08015,104224
08015,104226
08015,103783
08015,101724
08015,101723
08015,101726
08126,102860
08126,107407
08126,106025
08126,107406
08126,101599
08126,106064
08282,105381
08126,101147
08282,108542
08282,103535
08282,103538
08282,103537
08282,103530
08282,106074
08282,101370
08282,106028
08282,108547
08282,106029
08282,107404
08282,109061
08282,104704
08282,100670
08282,103533
08282,103536
08282,103532
08282,103531
08126,101149
08126,101148
08126,100706
08126,100705
08126,100704
08126,100703
08126,101212
08126,101213
08126,101584
08126,106026
08126,106027
08015,101727
08015,101722
08015,103782
08015,103784
08015,104222
08015,104225
08015,100795
08015,108822
08015,108823
08015,110386
08015,108824
08015,109900
08015,102849
08015,102848
08015,103140
08056,101510
08056,109239
08056,109244
08056,109913
08056,107108
08056,112345
08056,105714
08056,110389
08056,112337
08056,105715
08056,112342
08056,112343
08056,105207
08056,106993
08056,100421
08056,107006
08056,107007
08056,106978
08056,112472
08056,112473
08056,106827
08056,107009
08056,107010
08056,108069
08056,110088
08056,107012
08056,107013
08056,108070
08056,107015
08056,107016
08056,107017
08056,107018
08056,107019
08056,101005
08056,106444
08056,106968
08056,106979
08056,106980
08056,106981
08056,106982
08056,106983
08056,106984
08056,106985
08056,106987
08056,106988
08056,106989
08056,106990
08056,109085
08056,106991
08056,106992
08056,100425
08056,100420
08056,100428
08056,112344
08056,110487
08056,112347
08056,112336
08056,105738
08056,105707
08056,112346
08056,107002
08056,107003
08056,105810
08077,107570
08077,107571
08077,107572
08077,107429
08221,108673
08077,102999
08077,109776
08077,001751
08077,100687
08077,108115
08077,100688
08077,001460
08077,112165
08077,107573
08077,112166
08077,112167
08077,112168
08077,112169
08077,102932
08077,102936
08077,001726
08077,000590
08077,001746
08077,001747
08077,003725
08077,112328
08077,112525
08077,109075
08077,109076
08077,106373
08077,001458
08077,001459
08077,001034
08077,112160
08077,112161
08077,112162
08077,108682
08077,112163
08077,112164
08077,107580
08077,112330
08077,102600
08077,109249
08077,107575
08077,107576
08077,001411
08077,100689
08077,001017
08077,109775
08077,103001
08077,107524
08077,103614
08077,107577
08077,103740
08077,107578
08077,109074
08077,107579
08077,002697
08077,112170
08077,108116
08077,108117
08077,108701
08077,108118
08077,108120
08077,108121
08077,108122
08077,000592
08089,109880
08089,110038
08089,110039
08089,110040
08089,107106
08089,107064
08089,107065
08089,100502
08089,101851
08089,106387
08089,107066
08089,106375
08089,106376
08089,106377
08089,106466
08089,101772
08089,107117
08089,112532
08089,109860
08089,100330
08089,100333
08089,100341
08089,106468
08089,100331
08089,100522
08089,100524
08089,106469
08089,100525
08089,110458
08056,109563
08089,109580
08089,109564
08089,109565
08089,109566
08089,105624
08089,106471
08089,106472
08089,100518
08089,100521
08089,100335
08089,100339
08089,100334
08089,100340
08089,101322
08089,100696
08089,107107
08089,101658
08089,104747
08089,101656
08301,106383
08301,106384
08089,103590
08089,103931
08089,103930
08089,103933
08089,107072
08089,109072
08089,107070
08221,107517
08221,109185
08221,108158
08221,107520
08221,107521
08221,107522
08221,107523
08221,001456
08221,106540
08221,106541
08077,107290
08077,108677
08077,112171
08077,110379
08077,102580
08077,003724
08019,001881
08019,000295
08019,000712
08019,000335
08019,000554
08019,003358
08077,003753
08077,108676
08077,107289
08221,102790
08221,102778
08221,001052
08221,001053
08221,110576
08221,107512
08221,107513
08221,107514
08221,107519
08221,107515
08221,107516
08221,109320
08221,107550
08221,108157
08221,107551
08221,107552
08221,107553
08221,112074
08221,112075
08221,112076
08221,108642
08221,108643
08221,000203
08221,001054
08221,001212
08221,107557
08221,109162
08221,109163
08221,112581
08221,107559
08221,001211
08221,107560
08221,107561
08221,110500
08221,107563
08221,107564
08221,112660
08221,108651
08221,102298
08221,106371
08221,101907
08221,107566
08221,109321
08221,107567
08221,112230
08101,105425
08101,000906
08101,000324
08101,106840
08101,109214
08101,106848
08101,109268
08101,106849
08101,106850
08101,104158
08101,104157
08101,104245
08101,104249
08101,003715
08101,003716
08101,003938
08019,002363
08019,110482
08019,106856
08019,106858
08101,110492
08101,003702
08101,003703
08101,003714
08101,110479
08101,104435
08101,104244
08101,105628
08101,104159
08101,106861
08101,106862
08101,106863
08101,109950
08101,106864
08101,106835
08101,112405
08073,101132
08073,003122
08073,001156
08073,001157
08073,000642
08073,001199
08073,001198
08073,003435
08073,000352
08077,008285
08077,002638
08217,002636
08217,001919
08217,001633
08217,000470
08217,001739
08217,001658
08217,000276
08217,000537
08217,001737
08217,001102
08217,002271
08217,002276
08217,002275
08217,003428
08217,104791
08217,101906
08217,001722
08217,003721
08217,001723
08217,001724
08221,000407
08221,000408
08221,107503
08221,001829
08221,001720
08217,000089
08217,000090
08217,108666
08217,101905
08217,107111
08217,003434
08217,002247
08217,002274
08217,002273
08217,002667
08217,002248
08217,000904
08217,000536
08217,001657
08217,001485
08217,000632
08217,001486
08217,003135
08217,003136
08217,002635
08073,002637
08073,001203
08073,001202
08073,001655
08073,001656
08073,101133
08217,107977
08101,109192
08101,104251
08101,104433
08101,104440
08101,102151
08101,102152
08101,101323
08101,101328
08101,101334
08101,110376
08073,101549
08073,101552
08073,000598
08073,000599
08073,000357
08073,109237
08073,105433
08073,107143
08217,102785
08217,003429
08217,003430
08211,110042
08211,109940
08211,102645
08221,108148
08211,109307
08211,105718
08211,110464
08211,103707
08211,110465
08211,110466
08211,110732
08211,110467
08211,105933
08211,105720
08211,109189
08211,109193
08211,105719
08211,108501
08211,102660
08211,100172
08211,100173
08217,003432
08217,003433
08073,003138
08073,003137
08073,000902
08073,104166
08073,000609
08073,003833
08073,000597
08073,003123
08073,101720
08073,101719
08073,101717
08101,110609
08101,106869
08101,003463
08101,103684
08101,102154
08101,102155
08101,104248
08101,104250
08101,003700
08101,109190
08019,105766
08019,000108
08019,000421
08019,000907
08019,000895
08019,000183
08019,003023
08101,003024
08101,002965
08101,000092
08101,002966
08101,001434
08101,001612
08101,001789
08169,100209
08200,101749
08200,106069
08200,106067
08200,106070
08200,106072
08200,106071
08200,103606
08200,106892
08200,102286
08200,102734
08200,105180
08200,105181
08200,106910
08200,107646
08200,105863
08200,106876
08200,109916
08200,109284
08200,109275
08200,109915
08200,107101
08200,109147
08200,110527
08200,106880
08200,112490
08200,105872
08200,109168
08200,107657
08200,106888
08200,105451
08200,102736
08200,102961
08200,110495
08200,109314
08200,105170
08200,102560
08200,101752
08169,104726
08169,109257
08169,107116
08101,000917
08101,000916
08101,000091
08101,002968
08101,000472
08101,002970
08101,000185
08019,001173
08019,000868
08019,000941
08019,001310
08019,003935
08019,107228
08200,106903
08200,106904
08200,106905
08200,106906
08200,101910
08200,107130
08200,104058
08200,106907
08200,100552
08200,107115
08200,110549
08200,110547
08200,104059
08200,104061
08200,109914
08200,104057
08200,107092
08200,110546
08200,110548
08200,109308
08200,109306
08200,110552
08200,104030
08200,104029
08200,104028
08200,106899
08200,106900
08200,106901
08200,106902
08200,112584
08200,107214
08200,105172
08200,106872
08200,106953
08073,003119
08073,003120
08073,003131
08073,112453
08073,101112
08073,000353
08073,000354
08073,000355
08073,003130
08073,003040
08200,107102
08200,106890
08200,101594
08200,105168
08200,102205
08200,109303
08200,102207
08200,106896
08200,109276
08200,112385
08200,107104
08200,112285
08200,102730
08200,105184
08244,105914
08244,110448
08244,107820
08244,109077
08244,109078
08244,103616
08244,108151
08244,102185
08244,106893
08244,100410
08244,105913
08244,106894
08244,106353
08244,106354
08244,106355
08244,106356
08289,201335
08289,201248
08289,201250
08289,201279
08289,201251
08289,201278
08289,201249
08289,201247
08289,201334
08289,201246
08244,106391
08244,106357
08244,106358
08244,106359
08244,106895
08244,100411
08244,106392
08244,108150
08244,102735
08244,109645
08244,109646
08244,107819
08244,110449
08244,109647
08200,109146
08200,108785
08200,109274
08200,112386
08211,109350
08221,108583
08221,110498
08221,108011
08217,112425
08217,001921
08217,109044
08073,109079
08073,109135
08073,109080
08073,109081
08200,110154
08200,108556
08200,107965
08200,100774
08200,101383
08169,100220
08169,109197
08089,100214
08089,110550
08089,107137
08169,112374
08169,003290
08169,003372
08169,003197
08169,000079
08169,000080
08169,000081
08169,110070
08169,104756
08200,107964
08200,100773
08200,104469
08200,110153
08073,001018
08073,002254
08073,000064
08217,100270
08217,110523
08221,108518
08077,110497
08221,108585
08200,109166
08200,109186
08200,107093
08200,110551
08200,109926
08200,110483
08200,108887
08169,104721
08169,100712
08169,102249
08169,102132
08169,112370
08169,003288
08169,002821
08169,003493
08169,003502
08169,001043
08169,000585
08169,110359
08169,001044
08169,002571
08169,003492
08169,002819
08169,003289
08169,109216
08169,102133
08169,001097
08169,000608
08169,001553
08200,112424
08200,106909
08200,106177
08200,109289
08200,108068
08019,001063
08200,101565
08301,101566
08301,102055
08301,110156
08301,107293
08301,101762
08301,100558
08301,100556
08301,100562
08089,107141
08089,106514
08089,106386
08089,109121
08089,109122
08089,109123
08089,109124
08089,106825
08089,106826
08089,107113
08301,100567
08301,100565
08301,108665
08301,100574
08301,109218
08301,101765
08301,110157
08301,101764
08301,104780
08200,109143
08169,109258
08101,109188
08200,101654
08200,103632
08200,112437
08200,112438
08200,112434
08301,112432
08301,112431
08301,112428
08301,106639
08301,106178
08301,108831
08301,108833
08301,104761
08301,112442
08089,112439
08089,109862
08301,112443
08301,112444
08301,107313
08301,107314
08301,110516
08301,107305
08301,112429
08301,112430
08301,112433
08200,112435
08200,112440
08200,112436
08200,101671
08200,101664
08200,105158
08101,109226
08101,109227
08101,109228
08101,100716
08101,100005
08101,102200
08101,104196
08101,101888
08073,001197
08073,001653
08073,001654
08073,001200
08073,001201
08073,000643
08101,105108
08101,102915
08101,109956
08101,109222
08101,109223
08101,109224
08101,109225
08019,105121
08200,107320
08200,101666
08200,101665
08200,101669
08200,112200
08200,101662
08301,110036
08301,101677
08301,104771
08301,106225
08301,106226
08301,106227
08301,102040
08301,106766
08301,106767
08301,101129
08301,101128
08301,107309
08301,107120
08301,110152
08301,105448
08301,107311
08301,100401
08301,100356
08301,106650
08301,100355
08301,100358
08301,102847
08301,107301
08301,100866
08301,104769
08301,104770
08301,106768
08301,106769
08301,101760
08301,106228
08301,109182
08301,106229
08301,101676
08301,101675
08301,110037
08200,101661
08200,112201
08200,101660
08200,101670
08200,112216
08200,105176
08301,106233
08301,107996
08301,109217
08204,107131
08204,107134
08204,107135
08204,109865
08204,109293
08204,109294
08204,109500
08204,109550
08204,109295
08204,109264
08204,109866
08204,109260
08204,107133
08204,107132
08301,106636
08019,112103
08019,003878
08019,003875
08019,001499
08019,003516
08101,001611
08089,109557
08056,108845
08056,108846
08056,106962
08056,110456
08056,110457
08056,105215
08056,105216
08056,103291
08056,103287
08056,107123
08056,103290
08056,107124
08056,106967
08056,100423
08056,101008
08270,103304
08270,105081
08270,105086
08270,105083
08270,105082
08270,105084
08270,106977
08056,100516
08056,107001
08056,103289
08056,103299
08056,105218
08056,101480
08056,105557
08056,105217
08056,110075
08056,110076
08056,109561
08089,109567
08089,100523
08089,100199
08089,100520
08089,109360
08101,000334
08019,003237
08019,003125
08019,009951
08019,003166
08019,108935
08019,003378
08019,003379
08019,003380
08019,001255
08019,000776
08056,105211
08056,112104
08056,106974
08056,105699
08056,110065
08056,110486
08056,106714
08056,106711
08056,106712
08056,107486
08056,100043
08056,105736
08056,105701
08056,107136
08056,105792
08056,112580
08056,110514
08056,107004
08056,105703
08056,105704
08056,107128
08056,106770
08056,107483
08056,107484
08056,106972
08056,106973
08056,110063
08056,105700
08056,110478
08056,110543
08056,112378
08019,001254
08019,001556
08019,000927
08056,110506
08056,108779
08056,107090
08056,109291
08089,101767
08200,106405
08200,105156
08200,109115
08200,101477
08200,106406
08089,101770
08056,109290
08056,105705
08056,108778
08056,110511
08056,110505
08019,110503
08019,000483
08019,000237
08019,000458
08019,105349
08019,002541
08019,000251
08200,110074
08056,100416
08056,109576
08056,100429
08056,100418
08056,112423
08056,112390
08056,112391
08056,112392
08056,109575
08056,109640
08200,110073
08019,000309
08019,000310
08019,003233
08019,003222
08019,003234
08019,003223
08019,000481
08101,105438
08101,107488
08101,100249
08101,100248
08101,100519
08101,104529
08101,100533
08101,101980
08101,100978
08101,102339
08101,100359
08101,100361
08101,100360
08101,100501
08101,109045
08101,110375
08101,109040
08101,102255
08101,110362
08101,110388
08101,003473
08101,102117
08101,103848
08101,110524
08101,110526
08101,104155
08101,104156
08101,003651
08101,100111
08101,100112
08101,003704
08101,003705
08101,109102
08101,100373
08101,100374
08101,109111
08101,101451
08101,104526
08101,108703
08101,104528
08101,100754
08101,100757
08101,109282
08101,107491
08101,112416
08101,109286
08101,109281
08101,105558
08101,106871
08101,105559
08101,112554
08101,105560
08101,104524
08101,104525
08101,106870
08101,109112
08101,100372
08101,109103
08101,003713
08101,110480
08101,104437
08019,003652
08019,003653
08101,110525
08101,110532
08101,110360
08101,112377
08019,112526
08101,110387
08101,102938
08101,102265
08101,100861
08101,100863
08101,001725
08101,105426
08101,102820
08101,102821
08101,103141
08101,106844
08101,108653
08101,106867
08101,106868
08101,002517
08101,112555
08101,100526
08101,100527
08101,100246
08101,110518
08101,107489
08019,001672
08019,000255
08019,000256
08019,000257
08019,002617
08019,001326
08019,001004
08019,000140
08019,000209
08019,000377
08019,003575
08019,000319
08019,000059
08019,003576
08019,003577
08019,003578
08019,001381
08019,003579
08019,002285
08019,003580
08019,001939
08019,000934
08019,000096
08019,001742
08019,001581
08019,001120
08019,003566
08019,000505
08019,000368
08019,001328
08019,001885
08019,001396
08019,001395
08019,000634
08019,001141
08019,001498
08019,000284
08019,003231
08019,000038
08019,003401
08019,000036
08019,003510
08019,001631
08019,000414
08019,001478
08019,001164
08019,003470
08019,001114
08019,000413
08019,000662
08019,001278
08019,003509
08019,000027
08019,003400
08019,000227
08019,003262
08019,003370
08019,001140
08019,000216
08019,003270
08019,002747
08019,106163
08019,000460
08019,000447
08019,001316
08019,002776
08019,002777
08019,001513
08019,001122
08019,001582
08019,000099
08019,000933
08019,000994
08019,000529
08019,001940
08019,001941
08019,000487
08019,001953
08019,001380
08019,000990
08019,000109
08019,000629
08019,002270
08019,000320
08019,001367
08019,001620
08019,000770
08019,001061
08019,000722
08019,000723
08019,002618
08019,000252
08019,000253
08019,000254
08019,000843
08019,001643
08019,001618
08019,001619
08019,001615
08019,001610
08019,001741
08019,001638
08019,001639
08019,101487
08019,101486
08019,000200
08019,001323
08019,000044
08019,000450
08019,000867
08019,001209
08019,001070
08019,000149
08019,000125
08019,000317
08019,000063
08019,000307
08019,000212
08019,001305
08019,001008
08019,001037
08019,001887
08019,001907
08019,001906
08019,000772
08019,001510
08019,001511
08019,000803
08019,001437
08019,000440
08019,001517
08019,001518
08019,000471
08019,000753
08019,001950
08019,001644
08019,001621
08019,000623
08019,008085
08019,000007
08019,000167
08019,001468
08019,000206
08019,000774
08019,003236
08019,000449
08019,000043
08019,002336
08019,000199
08019,001045
08019,001669
08019,001640
08019,003760
08019,001641
08019,001642
08019,001614
08019,001645
08019,001647
08019,000844
08019,002515
08019,002985
08019,000752
08019,001548
08019,000810
08019,000808
08019,000804
08019,000819
08019,000306
08019,000773
08019,001589
08019,001958
08019,001095
08019,001232
08019,001345
08019,001660
08019,000859
08019,000233
08019,000243
08019,001297
08019,003341
08019,001492
08019,003391
08019,000315
08019,000503
08019,001246
08019,001081
08019,002828
08019,002827
08019,001210
08019,001302
08019,000697
08019,001109
08019,003255
08019,001275
08019,001948
08019,003467
08019,003881
08019,003882
08019,000469
08019,000565
08015,107199
08015,105925
08015,107189
08015,101681
08015,101683
08015,101733
08015,101735
08015,101736
08015,109966
08015,105358
08015,105359
08015,105360
08015,105387
08015,105388
08015,101685
08015,105818
08015,105819
08015,105820
08015,105924
08019,009189
08019,003551
08019,009101
08019,003469
08019,003480
08019,003552
08019,106157
08019,000148
08019,001069
08019,003332
08019,001284
08019,001282
08019,001604
08019,003348
08019,000955
08019,001382
08019,001129
08019,000130
08019,003141
08019,001208
08019,001124
08019,000054
08019,000138
08019,000214
08019,001466
08019,000630
08019,001099
08019,106175
08019,000524
08019,000041
08019,000766
08019,000548
08019,003746
08019,000591
08221,001697
08217,000088
08217,108658
08211,103856
08211,103916
08211,103917
08211,102033
08211,105725
08211,101533
08211,110090
08211,102630
08211,102637
08217,108152
08221,001749
08221,001750
08019,002542
08019,002543
08019,000492
08019,000493
08019,000494
08019,000042
08019,000373
08019,000822
08019,000814
08019,001264
08019,001488
08019,000173
08019,000560
08019,001103
08019,001040
08019,000780
08019,001163
08019,001108
08019,003396
08019,001476
08019,000956
08019,001605
08019,001606
08019,001283
08019,000273
08019,001463
08200,101593
08019,109187
08019,000180
08019,000181
08019,001365
08019,001364
08019,001767
08019,001768
08019,001756
08019,000856
08019,001373
08019,001713
08019,001259
08019,001438
08101,000905
08077,002706
08077,000644
08077,000645
08301,107303
08301,105470
08301,108834
08077,000151
08077,000748
08077,001461
08077,000771
08101,001439
08101,000831
08019,001755
08019,001766
08019,000707
08019,000708
08019,000584
08019,000179
08019,000391
08019,000392
08019,002306
08101,112127
08101,100756
08101,102163
08101,002137
08101,000648
08101,003461
08101,003686
08101,110586
08101,104228
08101,102177
08101,003687
08101,000163
08101,001613
08101,000581
08019,000915
08056,112226
08056,108522
08056,112409
08056,109141
08056,109142
08056,112410
08056,109204
08056,112227
08019,001271
08169,003491
08169,003301
08169,003300
08169,001015
08169,001016
08169,003441
08169,001153
08169,003503
08169,002379
08169,002371
08169,109196
08169,109961
08169,002375
08169,002380
08169,001155
08169,003299
08169,001014
08169,001442
08169,003488
08169,003489
08169,003490
08019,001229
08019,001319
08019,000914
08019,000499
08019,000032
08019,000795
08019,000385
08019,000464
08019,001664
08194,002546
08015,105815
08015,105816
08015,103859
08015,105821
08015,105822
08015,100797
08015,110041
08101,001980
08101,106833
08101,106834
08101,107960
08101,102945
08101,002399
08101,103816
08101,102875
08101,106843
08101,106845
08101,107100
08015,100800
08015,100793
08015,102524
08015,103863
08015,100057
08015,105811
08015,105812
08194,112426
08019,002547
08019,000889
08019,000540
08019,000466
08019,000383
08019,000716
08019,000498
08019,000247
08019,000785
08019,001298
08019,001230
08101,001361
08019,000263
08019,000479
08019,001576
08019,001578
08019,003767
08019,000396
08019,000628
08019,000208
08019,001467
08019,000171
08019,001268
08019,001495
08019,000564
08019,000235
08019,000882
08019,003722
08019,001489
08019,000705
08019,009979
08019,009980
08019,009650
08019,001166
08019,001167
08019,001340
08019,001341
08019,001342
08019,002321
08019,001710
08019,001709
08019,001765
08019,001761
08019,003098
08019,003460
08019,003092
08019,003066
08019,002328
08019,002330
08019,001730
08019,001707
08019,001708
08019,001706
08019,001625
08019,001626
08019,002605
08019,002604
08019,002610
08019,001733
08125,001349
08125,002623
08125,002146
08125,002147
08125,002148
08019,001350
08125,001731
08019,001732
08019,001704
08019,001703
08019,003604
08019,001705
08019,000878
08019,000879
08019,000885
08019,001778
08019,001240
08019,000432
08019,009977
08019,009978
08019,009392
08019,001007
08019,001908
08019,000570
08019,000316
08019,000058
08019,000842
08019,000930
08019,001555
08019,000627
08019,000395
08019,001575
08019,000855
08019,003422
08019,002690
08019,001752
08019,001753
08019,002243
08019,001005
08019,001006
08019,001545
08019,000703
08019,001076
08019,000039
08019,001138
08019,003909
08019,000213
08019,003907
08019,000949
08019,000913
08019,001937
08019,000370
08019,000371
08019,002130
08019,003367
08019,001430
08019,000972
08019,003368
08019,003622
08019,000366
08019,000999
08019,000544
08019,002141
08019,000546
08019,000423
08019,000441
08019,000545
08019,002142
08019,000266
08019,001000
08019,000851
08019,000852
08019,000853
08019,000749
08019,000164
08019,001324
08019,000727
08019,001852
08019,000475
08019,001235
08019,000649
08019,000652
08019,000783
08019,003369
08019,001225
08019,001265
08019,003908
08019,001366
08019,001464
08019,001058
08019,001257
08019,000561
08019,000313
08019,000055
08019,001136
08019,000281
08019,001389
08019,009191
08019,000515
08019,001352
08019,001353
08019,001354
08019,000261
08019,000069
08019,001543
08019,001509
08019,000847
08019,000848
08019,000849
08019,000850
08019,001195
08019,000262
08019,002878
08019,000517
08019,000519
08019,009933
08019,001530
08019,000336
08019,001390
08019,000289
08019,000221
08019,001493
08019,000175
08019,000562
08019,001905
08019,001673
08245,101700
08245,102261
08245,101804
08245,101803
08245,100256
08245,002575
08245,000084
08245,000085
08194,002420
08194,002418
08019,003547
08019,001661
08019,000887
08019,001890
08019,001891
08019,003256
08019,000682
08019,000033
08019,001763
08019,000841
08019,000146
08019,001089
08019,001388
08019,001335
08019,000787
08019,000187
08019,001086
08019,000245
08019,000495
08019,000626
08019,001412
08019,002758
08019,000406
08019,000586
08019,000755
08019,000231
08019,002585
08019,000024
08019,000025
08019,000018
08019,002269
08019,002260
08019,002261
08019,001594
08019,000428
08019,000806
08019,000807
08019,000820
08019,000823
08019,000437
08019,000459
08019,001104
08019,001327
08019,000369
08019,001307
08019,003314
08019,001263
08019,000839
08019,001066
08019,001497
08019,000182
08019,000577
08019,106166
08019,001966
08019,003629
08019,003630
08019,003607
08019,002134
08019,000399
08019,002268
08019,003556
08194,003337
08194,003338
08194,002421
08245,105684
08245,105685
08245,000663
08245,106040
08245,001303
08245,001101
08245,100548
08245,100942
08245,105688
08245,109936
08245,100262
08245,105689
08245,107387
08245,112593
08245,101800
08245,101805
08019,003529
08019,002279
08019,000921
08019,000622
08019,001573
08019,000701
08019,002128
08019,000866
08019,000516
08019,000940
08019,001938
08019,000528
08019,001528
08019,000202
08019,001426
08019,000287
08019,000165
08019,000003
08019,000098
08019,001879
08019,002262
08019,001896
08019,001897
08019,001898
08019,001899
08019,003347
08019,001892
08019,001893
08019,001894
08019,001880
08019,100185
08019,001067
08019,000166
08019,001088
08019,000282
08019,000988
08019,000989
08019,001527
08019,002625
08019,000239
08019,000699
08019,003264
08019,000133
08019,000134
08019,001637
08019,002681
08019,000195
08019,001777
08019,000922
08019,001538
08019,001313
08019,001745
08019,000531
08019,000532
08019,000996
08019,000612
08019,003424
08019,000613
08019,001535
08019,001536
08019,001392
08019,009999
08019,000285
08019,000211
08019,001602
08019,000667
08019,001477
08019,000698
08019,000034
08019,003608
08019,001190
08019,000105
08019,000398
08019,000541
08019,001451
08019,002683
08019,009798
08019,000012
08019,000588
08019,001453
08019,001780
08019,003750
08245,000666
08245,003405
08245,102548
08245,105959
08245,102921
08245,105960
08245,108715
08245,105966
08245,108039
08245,107384
08245,107052
08245,102551
08245,110072
08245,107055
08245,110583
08245,110582
08019,000159
08019,001659
08019,001455
08019,000603
08019,001454
08019,000013
08019,000969
08019,000970
08019,001180
08019,001181
08019,000542
08019,001405
08019,000106
08019,002947
08019,002698
08019,003615
08019,003616
08019,003617
08019,000002
08019,001764
08019,001599
08019,001600
08019,001039
08019,002192
08019,000222
08019,001386
08019,001036
08019,000931
08019,000610
08019,000611
08019,000526
08019,008672
08019,001531
08019,001532
08019,009458
08019,003771
08019,000198
08019,001272
08019,001247
08019,000947
08019,000327
08019,003284
08019,003283
08019,000127
08019,000731
08019,001158
08019,001159
08019,003027
08019,001204
08019,001205
08245,001336
08245,103228
08245,109210
08245,101493
08245,105947
08015,102679
08015,102683
08015,102913
08015,102914
08282,109978
08282,112459
08282,109977
08015,112539
08015,102677
08245,104329
08245,110050
08245,104330
08245,003406
08019,001418
08019,001419
08019,001160
08019,001161
08019,000496
08019,001028
08019,001338
08019,001943
08019,001344
08019,000641
08019,000409
08019,000871
08019,001224
08019,000234
08019,001072
08019,001227
08019,000504
08019,001207
08169,107617
08169,003363
08169,003364
