key,value,definition
self_service,yes,Selbstbedienung=ja
dual_carriageway,no,Zweispurige Straße=nein
dual_carriageway,yes,Zweispurige Straße=ja
overtaking,no,Überholen=nein
overtaking,yes,Überholen=ja
dennert_fir_tree,yes,Dinnert-Tanne=ja
toilets,no,Toiletten=nein
toilets,yes,Toiletten=ja
toilets:handwashing,no,Toiletten:ha Waschen=nein
bbq,yes,Grillen=ja
barrier,no,Barriere=nein
barrier,yes,Barriere=ja
bdouble,yes,Doppelbett=ja
drink:viez,yes,Getränke:viez=ja
goods,no,Waren=nein
goods,yes,Waren=ja
bicycle,no,Fahrrad=nein
bicycle,yes,Fahrrad=ja
mtb,no,Mountainbike=nein
mtb,yes,Mountainbike=ja
bicycle_road,yes,Fahrradstraße=ja
biosphärenwirt,yes,Biosphärenwirt=ja
tickets:public_transport_subscription,yes,Tickets:ÖPNV-Abonnement=ja
lockable,no,Abschließbar=nein
locked,no,Abgeschlossen=nein
locked,yes,Abgeschlossen=ja
windings:auto,yes,Automatische Bedienung=ja
pump,no,Zapfsäule=nein
pump,yes,Zapfsäule=ja
shop,no,Laden=nein
shop,yes,Laden=ja
button_operated,no,Knopfbedienung=nein 
button_operated,yes,Tonne_betrieben=ja
hearing_loop,yes,Höranlage=ja
is_sidepath,yes,Seitenweg=ja
cabin:rental,yes,Hütte:Miete=ja
love_locks,yes,Sicherheitsschlösser=ja
wheelchair,no,Rollstuhl=nein
wheelchair,yes,Rollstuhl=ja
wheelchair,no,Rollstuhl=nein
wheelchair,yes,Rollstuhl=ja
atm,no,Geldautomat=nein
atm,yes,Geldautomat=ja
traffic_calming,no,Verkehrsberuhigung=nein
traffic_calming,yes,Verkehrsberuhigung=ja
camra,yes,CAMRA=ja
waterway,yes,Wasserweg=ja
european_cultural_path,yes,Europäischer Kulturweg=ja
winter_road,yes,Winterstraße=ja
fire_path,yes,Feuerweg=ja
ice_road,yes,Eisstraße=ja
gutter,no,Regenrinne=nein
change:backward,no,Rückwärts =nein
change:forward,no,Ändern:vorwärts=nein
changing_table:fee,yes,Umkleidekabine:gebühr=ja
switch,yes,Wechsel=ja
change:lanes:forward,no,Ändern:spuren:vorwärts=nein
change:lanes:backward,no,Ändern:spuren:rückwärts=nein
capacity:disabled,no,Kapazität:behindert=nein
capacity:disabled,yes,Kapazität:behindert=ja
capacity:parent,no,Kapazität:Eltern=nein
capacity:women,no,Kapazität:Frauen=nein
capital,yes,Hauptstadt=ja
caravans,yes,Wohnwagen=ja
tents,yes,Zelte=ja
motorroad,no,Autobahn=nein
motorroad,yes,Autobahn=ja
cycleway,no,Radweg=nein
cycleway,yes,Radweg=ja
cycleway:right,no,Radweg:rechts=nein
cycleway:foot,no,Radweg:fuß=nein 
cycleway:both,no,cyclewayay:both=nein
center_turn_lane,yes,Mittelabbiegespur=ja
carriage,no,Kutsche=nein
golf_cart,yes,Golfwagen=ja
karst,yes,Karst=ja
horse,no,Pferd=nein
horse,yes,Pferd=ja
real_ale,yes,Echtes Bier=ja
cyclestreet,yes,Radstraße=ja
moped,no,Moped=nein
moped,yes,Moped=ja
cycle_highway,yes,Radschnellweg=ja
cycleway:right:buffer,no,Radweg:rechts:Puffer=nein
cycleway:right:oneway,no,Radweg:rechts:Einbahnstraße=nein
cycleway:left,no,Radweg:links=nein
summit:cross,yes,Gipfel:Kreuzung=ja
covered,no,Überdacht=nein
covered,yes,Überdacht=ja
cocktails,yes,Cocktails=ja
fuel:diesel,yes,Kraftstoff:Diesel=ja
fuel:e10,yes,Kraftstoff:E10=ja
fuel:octane_95,yes,Kraftstoff:Oktan ne_95=ja
fuel:octane_92,yes,Kraftstoff:Oktan_92=ja
fuel:octane_98,yes,Kraftstoff:Oktan_98=ja
fuel:lpg,yes,Kraftstoff:LPG=ja
club-mate,yes,Clubmitglied=ja
bin,no,Mülltonne=nein
bin,yes,Mülltonne=ja
share_taxi,yes,Taxi teilen=ja
communication:mobile_phone,yes,Kommunikation:Mobiltelefon=ja
consulate,yes,Konsulat=ja
construction,yes,Bauwesen=ja
cosmha,yes,COSMHA=ja
crop,no,Ernte=nein
crop,yes,Ernte=ja
healthcare,yes,Gesundheitswesen=ja
oneway,no,Einbahnstraße=nein
oneway,yes,Einbahnstraße=ja
smoking,no,Rauchen=nein
smoking,yes,Rauchen=ja
tidal,no,Gezeiten=nein
tidal,yes,Gezeiten=ja
demolished,yes,Abgerissen=ja
demolished:building,yes,Abgerissenes Gebäude=ja
destroyed,yes,d zerstört=ja
dibavod:needs:review,yes,dibavod:bedarf:überprüfung=ja
diet:kosher,yes,Diät:koscher=ja
diet:vegan,yes,Diät:vegan=ja
diet:vegetarian,yes,Diät:vegetarisch=ja
diet:meat,yes,Diät:fleischhaltig=ja
addr:nostreet,yes,Adresse:keine Straße=ja
dispensing,no,Spender=nein
dispensing,yes,Spender=ja
design:incomplete,yes,Design:unvollständig=ja
two_sided,yes,zweiseitig=ja
building,no,Gebäude=nein
building:fireproof,no,Gebäude:feuerfest=nein
building:fireproof,yes,Gebäude:feuerfest=ja
building:prefabricated,yes,Gebäude:vorgefertigt=ja
building:part,yes,Gebäude:teil=ja
building:use:parking,yes,Gebäude:Nutzung:Parkplatz=ja
building:use:residential,yes,Gebäude:Nutzung:Wohngebäude=ja
edit_group,yes,Bearbeitungsgruppe=ja
ephemeral,yes,Kurzzeitig=ja
electricity,yes,Strom=ja
electrified,no,Elektrifiziert=nein
removed:building,yes,Entfernt:Gebäude=ja
ship,no,Schiff=nein
emergency,no,Notfall=nein
emergency,yes,Notfall=ja
disused,yes,Stillgelegt=ja
disused:shop,yes,Stillgelegt:Laden=ja
crossing,no,Übergang=nein
crossing:island,no,Übergang:Insel=nein
crossing:island,yes,Übergang:Insel=ja
crossing:light,no,Übergang:Ampel=nein
crossing:light,yes,Übergang:Ampel=ja
crossing:saltire,yes,Übergang:Salzstraße=ja
crossing:barrier,no,Übergang:Schranke=nein
crossing:bell,no,Übergang: Glocke=nein
crossing:bell,yes,Übergang:Glocke=ja
entrance,no,Eingang=nein
entrance,yes,Eingang=ja
delivery,no,Lieferung=nein
delivery,yes,Lieferung=ja
was:building,yes,War:Gebäude=ja
ladder,yes,Leiter=ja
school:selective,no,Schule:selektiv=nein
school:selective,yes,Schule:selektiv=ja
baby_hatch,yes,Babyklappe=ja
shoulder,no,Schulter=nein
shoulder,yes,Schulter=ja
shoulder:right,yes,Schulter:rechts=ja
esperanto,yes,Esperanto=ja
ski,no,Ski=nein
ski,yes,Ski=ja
signal_station,yes,Signalstation=ja
seasonal,no,Saisonal=nein
seasonal,yes,Saisonal=ja
parking,no,Parkplatz=nein
parking,yes,Parkplatz=ja
parking:right,no,Parkplatz:rechts t=nein
parking:left,no,Parken:links=nein
parking:lane:both,no,Parken:spur:beide=nein
parking:both,no,Parken:beide=nein
parking:both:staggered,yes,Parken:beide:versetzt=ja
narrow,yes,schmal=ja
estuary,yes,Mündung=ja
flour_fortified,no,Mehlangereichert=nein
fdot:sis,yes,fdot:sis=ja
female,yes,weiblich=ja
railway:preserved,yes,Eisenbahn:erhalten=ja
railway:milestone:catenary_mast,no,Eisenbahn:Meilenstein:Oberleitungsmast=nein
railway:milestone:catenary_mast,yes,Eisenbahn:Meilenstein:Oberleitungsmast=ja
railway:milestone:emergency_brake_override,no,Eisenbahn:Meilenstein:Notbremsüberbrückung=nein
railway:lzb,no,Eisenbahn:lzb=nein
railway:lzb,yes,Eisenbahn: lzb=ja
railway:scmt,yes,Eisenbahn:scmt=ja
railway:ballastless,no,Eisenbahn:schotterlos=nein
railway:atb,no,Eisenbahn:atb=nein
railway:atb,yes,Eisenbahn:atb=ja
railway:atc,yes,Eisenbahn:atc=ja
railway:etcs,no,Eisenbahn:etcs=nein
railway:gnt,no,Eisenbahn:gnt=nein
railway:switch:electric,no,Eisenbahn:weiche:elektrisch=nein
railway:switch:electric,yes,Eisenbahn:weiche:elektrisch=ja
railway:kvb,yes,Eisenbahn:kvb=ja
railway:ls,no,Eisenbahn:ls=nein
railway:local_operated,no,Eisenbahn:lokal_betrieben=nein
railway:local_operated,yes,Eisenbahn:lokal_betrieben=ja
railway:pzb,no,Eisenbahn:pzb=nein
railway:pzb,yes,Eisenbahn:pzb=ja
railway:tbl,no,Eisenbahn:tbl=nein
physically_present,no,ph Physisch vorhanden=nein
floating,yes,Schwebend=ja
FMMP_modified,no,FMMP_geändert=nein
FMMP_reviewed,no,FMMP_geprüft=nein
power_supply,yes,Stromversorgung=ja
manhole,yes,Schachtdeckel=ja
kerb,no,Bordstein=nein
kerb,yes,Bordstein=ja
frontage_road,yes,Zufahrtsstraße=ja
backup_generator,no,Notstromaggregat=nein
generator:output:electricity,yes,Generator:Ausgang:Strom=ja
dog,no,Hund=nein
dog,yes,Hund=ja
ford,yes,Furt=ja
fallow,yes,Brachland=ja
room,yes,Raum=ja
heritage,yes,Denkmalschutz=ja
hgv:state_network,yes,LKW:Landesnetz=ja
hgv:national_network,yes,LKW:Nationales Netz=ja
fire_hydrant:pressure,yes,Hydrant:Druck=ja
historic,no,historisch=nein
historic,yes,historisch=ja
opening_hours:signed,no,Öffnungszeiten:beschildert=nein
collection_times:signed,no,Abholzeiten:beschildert=nein
hov,yes,hov=ja
lit,no,beleuchtet=nein
lit,yes,beleuchtet=ja
implicit,yes,implizit=ja
import,yes,importiert=ja
informal,yes,informell=ja
indoor,no,drinnen=nein
indoor,yes,drinnen=ja
intermittent,no,zeitweise=nein
intermittent,yes,zeitweise=ja
internet_access:fee,no,Internetzugang:gebührenfrei=nein
irrigation,yes,Bewässerung=ja
irrigated,no,bewässert=nein
irrigated,yes,bewässert=ja
jetski:rental,yes,Jetski:verleih=ja
working,yes,in Betrieb=ja
LandPro08:reviewed,no,LandPro08:überprüft=nein
toilets:wheelchair,no,Toil ets:Rollstuhl=nein
toilets:wheelchair,yes,Toiletten:Rollstuhl=ja
toilets:access,yes,Toiletten:Zugang=ja
lcn,yes,lcn=ja
place_of_mourning,yes,Trauerort=ja
passing_places,no,Durchgangsorte=nein
passing_places,yes,Durchgangsorte=ja
luminous,no,Leuchtend=nein
localizer,yes,Lokalisierung=ja
lottery,yes,Lotterie=ja
wholesale,no,Großhandel=nein
wholesale,yes,Großhandel=ja
forklift,no,Gabelstapler=nein
forklift,yes,Gabelstapler=ja
seamark:radar_reflector,no,Seezeichen:Radarreflektor=nein
seamark:radar_reflector,yes,Seezeichen:Radarreflektor=ja
seamark:fog_signal,yes,Seezeichen:Nebelsignal=ja
maritime,yes,Schifffahrt=ja
lane_markings,no,Markierungen=nein
lane_markings,yes,Fahrbahnmarkierungen=ja
male,yes,männlich=ja
hazmat,no,Gefahrgut=nein
maxspeed,no,Höchstgeschwindigkeit=nein
mechanical,yes,mechanisch=ja
microbrewery,yes,Mikrobrauerei=ja
military,yes,Militär=ja
median,no,Mittelstreifen=nein
mofa,no,MOFA=nein
mofa,yes,MOFA=ja
currency:EUR,yes,Währung:EUR=ja
memorial,yes,Denkmal=ja
motorcycle:rental,yes,Motorradverleih=ja
motorcycle,no,Motorrad=nein
motorcycle,yes,Motorrad=ja
motorcycle:tyres,yes,Motorradreifen=ja
motorcycle:repair,yes,Motorradreparatur=ja
motorcycle:theme,yes,Motorrad-Thema=ja
motorcycle:clothes,yes,Motorradbekleidung=ja
motorcycle:sales,yes,Motorrad: Verkauf=Ja
snowmobile,no,Schneemobil=Nein
snowmobile,yes,Schneemobil=Ja
motorboat,no,Motorboot=Nein
motorboat,yes,Motorboot=Ja
handrail,no,Handlauf=Nein
naptan:verified,no,Naptan:Verifiziert=Nein
naptan:verified,yes,Naptan:Verifiziert=Ja
natural,yes,Naptan=Ja
nonsquare,yes,Nichtquadratisch=Ja
unsigned,yes,Vorzeichenlos=Ja
name:signed,no,Name:Vorzeichen=Nein
4wd_only,yes,Nur Allradantrieb=Ja
noref,yes,Keine Referenz=Ja
ocean,yes,Ozean=Ja
office,yes,Büro=Ja
osmarender:render,no,OSMA-Renderer:Rendern=Nein
osmarender:renderRef,no,OSMA-Renderer:Referenzrendern=Nein
osmarender:renderName,no,OSMA-Renderer:Namenrendern=Nein
payment:cash,no,Zahlung:Bargeld=Nein
payment:cash,yes,Zahlung:Bargeld = Ja
payment:american_express,yes,Zahlung: American Express = Ja
payment:jcb,yes,Zahlung: JCB = Ja
payment:contactless,yes,Zahlung: Kontaktlos = Ja
payment:cards,yes,Zahlung: Karten = Ja
payment:visa_debit,yes,Zahlung: Visa Debit = Ja
payment:visa_electron,yes,Zahlung: Visa Electron = Ja
payment:credit_cards,no,Zahlung: Kreditkarten = Nein
payment:credit_cards,yes,Zahlung: Kreditkarten = Ja
payment:discover_card,yes,Zahlung: Discover Card = Ja
payment:diners_club,yes,Zahlung: Diners Club = Ja
payment:ep_easycard,yes,Zahlung: EasyCard = Ja
payment:ep_ipass,yes,Zahlung: iPass = Ja
payment:girocard,yes,Zahlung: Girokarte = Ja 
payment:mastercard,yes,Zahlung:Mastercard=Ja
payment:maestro,yes,Zahlung:Maestro=Ja
payment:coins,yes,Zahlung:Münzen=Ja
payment:notes,yes,Zahlung:Scheine=Ja
payment:debit_cards,no,Zahlung:Debitkarten=Nein
payment:debit_cards,yes,Zahlung:Debitkarten=Ja
payment:telephone_cards,yes,Zahlung:Telefonkarten=Ja
payment:visa,yes,Zahlung:Visa=Ja
passenger_information_display,no,Passagierinformationsanzeige=Nein
passenger_information_display,yes,Passagierinformationsanzeige=Ja
recycling:paper,yes,Papierrecycling=Ja
parcel_mail_in,yes,Paketversand=Ja
playground,yes,Spielplatz=Ja
wall,no,Wand=Nein
wall,yes,Wand=Ja
motorcycle:parts,yes,Motorrad Teile=ja
handrail:right,yes,Handlauf:rechts=ja
handrail:left,yes,Handlauf:links=ja
passenger,no,Passagier=nein
passenger,yes,Passagier=ja
park_ride,no,Park-and-Ride=nein
park_ride,yes,Park-and-Ride=ja
stroller,yes,Kinderwagen=ja
flat_steps,yes,Flache Stufen=ja
tactile_paving,no,Taktile Bodenmarkierungen=nein
tactile_paving,yes,Taktile Bodenmarkierungen=ja
toll,no,Maut=nein
toll,yes,Maut=ja
toll:bus,yes,Maut:Bus=ja
toll:designated,yes,Maut:ausgewählt=ja
toll:hgv,yes,Maut:LKW=ja
toll:N3,yes,Maut:N3=ja
pilgrimage,yes,Pilgerfahrt=ja
glideslope,yes,Gleitweg=ja
maxweight:signed,no,Maximalgewicht:vorzeichenbehaftet=nein
foot,no,Fuß=nein
foot,yes,Fuß=ja
trailblazed,yes,tra Beleuchtet=Ja
swimming_pool,yes,Schwimmbad=Ja
piste:oneway,yes,Piste:Einbahnstraße=Ja
plant:output:electricity,yes,Kraftwerk:Stromerzeugung:Ja
nest_platform,yes,Startplattform=Ja
pole,no,Mast=Nein
police,yes,Polizei=Ja
bridge,no,Brücke=Nein
bridge,yes,Brücke=Ja
harbour,yes,Hafen=Ja
mountain_pass,yes,Bergpass=Ja
door,yes,Tür=Ja
handrail,yes,Handlauf=Ja
project:eurosha_2012,yes,Projekt:Eurosha_2012=Ja
project:mappingforniger,yes,Projekt:Kartierung für Niger=Ja
flood_prone,no,Überschwemmungsgefährdet=Nein
flood_prone,yes,Überschwemmungsgefährdet=Ja
hazard_prone,yes,Gefahrengefährdet=Ja
protected,yes,Geschützt=Ja
pseudo,yes,Pseudo=Ja
psv,no,PSV=Nein
psv,yes,PSV=Ja
survey_point:datum_aligned,no,Vermessungspunkt:Datum_Ausgerichtet=Nein
survey_point:datum_aligned,yes,Vermessungspunkt:Datum_Ausgerichtet=Ja
reference_point,yes,Referenzpunkt=Ja
assembly_point:landslide,yes,Vermessungspunkt:Erdrutsch=Ja
assembly_point:flood,yes,Vermessungspunkt:Überschwemmung=Ja
assembly_point:earthquake,yes,Vermessungspunkt:Erdbeben=Ja
assembly_point:tornado,yes,Vermessungspunkt:Tornado=Ja
assembly_point:fire,yes,Vermessungspunkt:Feuer=Ja
assembly_point:tsunami,yes,Vermessungspunkt:Tsunami=Ja
triangulation_point,yes,Triangulationspunkt=Ja
ramp,no,Rampe=Nein
ramp,yes,Rampe=Ja
ramp:bicycle,yes,Rampe:Fahrrad= Ja
ramp:stroller,yes,Rampe:Kinderwagen=Ja
ramsar,yes,Ramsar=Ja
trail_visibility,no,Wegsichtbarkeit=Nein
rcn,yes,RCN=Ja
recycling:waste,yes,Recycling:Abfall=Ja
recycling:cans,yes,Recycling:Dosen=Ja
recycling:batteries,yes,Recycling:Batterien=Ja
recycling:clothes,yes,Recycling:Kleidung=Ja
recycling:shoes,yes,Recycling:Schuhe=Ja
recycling:plastic_bottles,yes,Recycling:Plastikflaschen=Ja
recycling:glass_bottles,yes,Recycling:Glasflaschen=Ja
recycling:cardboard,yes,Recycling:Karton=Ja
recycling:green_waste,yes,Recycling:Grünabfall=Ja
recycling:paper_packaging,yes,Recycling:Papierverpackungen=Ja
recycling:plastic,yes,Recycling Kunststoff = ja
recycling:plastic_packaging,yes,Recycling: Kunststoffverpackungen = ja
recycling:glass,no,Recycling: Glas = nein
recycling:glass,yes,Recycling: Glas = ja
recycling:scrap_metal,yes,Recycling: Altmetall = ja
parcel_pickup,yes,Paketabholung = ja
refitted,yes,Überholt = ja
rednap:nodo,no,Rednap:nodo = nein
refrigerated,yes,Kühlschrank = ja
shelter,no,Unterkunft = nein
shelter,yes,Unterkunft = ja
animal_shelter:sanctuary,yes,Tierheim: Schutzraum = ja
refugee,yes,Flüchtling = ja
reclaimed,yes,Wiederverwertet = ja
repair,yes,Reparatur = ja
reservation,yes,Reservierung = ja
backrest,no,Rückenlehne = nein
backrest,yes,Rückenlehne = ja
ruins,yes,Ruinen = ja
review,no,Bewertung=nein
review_requested,yes,Bewertung angefordert=ja
salt,no,Salz=nein
salt,yes,Salz=ja
second_hand,yes,Gebrauchtwaren=ja
outdoor_seating,no,Außensitzplätze=nein
outdoor_seating,yes,Außensitzplätze=ja
indoor_seating,yes,Innensitzplätze=ja
footway,yes,Fußweg=ja
hiking,yes,Wandern=ja
noaddress,yes,Keine Adresse=ja
noname,yes,Kein Name=ja
nohousenumber,yes,Keine Hausnummer=ja
noexit,no,Kein Ausgang=nein
noexit,yes,Kein Ausgang=ja
traffic_sign,yes,Verkehrszeichen=ja
traffic_signals:vibration,no,Verkehrssignale:Vibration=nein
traffic_signals:vibration,yes,Verkehrssignale:Vibration=ja
traffic_signals:sound,no,Verkehrssignale:Ton=nein
traffic_signals:sound,yes,traffic_signals:sound=yes
drive_through,no,drive_through=no
drive_through,yes,drive_through=yes
NHS,yes,NHS=yes
winter_service,no,winter_service=no
winter_service,yes,winter_service=yes
service:bicycle:repair,yes,service:bicycle:repair=yes
service:vehicle:tyres,yes,service:vehicle:tyres=yes
real_cider,yes,real_cider=yes
medical_system:western,yes,medical_system:western=yes
request_stop,yes,request_stop=yes
exit,yes,exit=yes
departures_board,no,departures_board=no
departures_board,yes,departures_board=yes
roof:downpipe,no,roof:downpipe=no
on_demand,yes,on_demand=yes
source_type_imagery,yes,source_type_ima gery=ja
substation,yes,Umspannwerk=ja
submarine,yes,U-Boot=ja
subway,yes,U-Bahn=ja
supervised,no,überwacht=nein
supervised,yes,überwacht=ja
cutting,yes,Schneiden=ja
lock,yes,eingezäunt=ja
fenced,yes,fenced=yes
fee,no,Gebühr=nein
fee,yes,Gebühr=ja
bench,no,Bank=nein
bench,yes,Bank=ja
changing_table,no,Wickeltisch=nein
changing_table,yes,Wickeltisch=ja
taxi,yes,Taxi=ja
jeepney,yes,Jeepney=ja
embankment,yes,Damm=ja
typhoon:damage,yes,Taifun:Schaden=ja
typhoon:reviewed,yes,Taifun:geprüft=ja
tiger:reviewed,no,Tiger:geprüft=nein
tiger:reviewed,yes,Tiger:geprüft=ja
tiger:separated,no,Tiger:getrennt=nein
triple_tower,yes,Dreifachturm=ja
snowplowing,yes,Schneepflug=ja
tram,yes,Straßenbahn=ja
transformer,yes,Transformator=ja
radio_transponder:AIS,yes,Funktransponder:AIS=ja
conveying,yes,Förderung=ja
ferry,no,Fähre=nein
ferry,yes,Fähre=ja
backcountry,yes,Hinterland=ja
train,no,Zug=nein
train,yes,Zug=ja
light_rail,yes,Stadtbahn=ja
takeaway,yes,Imbiss=ja
trolleybus,yes,Oberleitungsbus=ja
trolley_wire,yes,trolley_wire=ja
tunnel,no,Tunnel=nein
tunnel,yes,Tunnel=ja
tourism,yes,Tourismus=ja
location:transition,yes,Übergangspunkt=ja
building,yes,Gebäude=ja
oneway:moped,no,Einbahnstraße:Moped=nein
oneway:mofa,no,Einbahnstraße:Mofa=nein 
oneway:psv,no,Einbahnstraße:PSV=Nein
junction,yes,Kreuzung=Ja
unisex,yes,Unisex=Ja
landuse,yes,Landnutzung=Ja
boat,no,Boot=Nein
boat,yes,Boot=Ja
boat:rental,yes,Bootsverleih=Ja
vehicle,no,Fahrzeug=Nein
vehicle,yes,Fahrzeug=Ja
motor_vehicle,no,Kraftfahrzeug=Nein
motor_vehicle,yes,Kraftfahrzeug=Ja
sailing:tours,yes,Segeltouren=Ja
maxspeed:variable,yes,Höchstgeschwindigkeit:Variabel=Ja
street_vendor,yes,Straßenverkäufer=Ja
hgv,no,LKW=Nein
hgv,yes,LKW=Ja
roundtrip,no,Rundfahrt=Nein
roundtrip,yes,Rundfahrt=Ja
living_street,yes,Anliegerstraße=Ja
sidewalk,no,Gehweg=Nein
sidewalk:right,no,Gehweg:Rechts=Nein
sidewalk:left,no,Gehweg:Links=Nein
fireplace,yes,Feuerstelle ace=ja
area:highway,yes,Bereich:Autobahn=ja
addr:contact,yes,Adresse:Kontakt=ja
air_conditioning,no,Klimaanlage=nein
armrest,no,Armlehne=nein
armrest,yes,Armlehne=ja
authentication:app,yes,Authentifizierung:App=ja
authentication:contactless,yes,Authentifizierung:kontaktlos=ja
automated,no,Automatisiert=nein
bar,yes,Barriere=ja
barrier:keypad,yes,Schranke:Tastatur=ja
canoe,no,Kanu=nein
canoe,yes,Kanu=ja
caravans,no,Wohnwagen=nein
cash_in,no,Barzahlung=nein
cash_in,yes,Barzahlung=ja
centre_turn_lane,yes,Abbiegespur in der Mitte=ja
club,yes,Club=ja
communication:lte,yes,Kommunikation:LTE=ja
communication:microwave,yes,Kommunikation:Mikrowelle=ja
communication:radio,yes,Kommunikation: Funk = Ja
complete,yes,Vollständig = Ja
crossing:markings,no,Kreuzung: Markierungen = Nein
crossing:markings,yes,Kreuzung: Markierungen = Ja
crossing:signals,no,Kreuzung: Signale = Nein
crossing:signals,yes,Kreuzung: Signale = Ja
currency:USD,yes,Währung: USD = Ja
currency:XBT,yes,Währung: XBT = Ja
cycleway:both:buffer,no,Radweg: Beide: Puffer = Nein
cycleway:left:oneway,no,Radweg: Links: Einbahnstraße = Nein
cycleway:right:buffer,yes,Radweg: Rechts: Puffer = Ja
cycleway:right:oneway,yes,Radweg: Rechts: Einbahnstraße = Ja
cycleway:right:segregated,no,Radweg: Rechts: Getrennt = Nein
destroyed:building,yes,Zerstört: Gebäude = Ja
diet:halal,no,Halal=Nein
diet:halal,yes,Ernährung:Halal=Ja
diet:kosher,no,Ernährung:Koscher=Nein
diet:vegan,no,Ernährung:Vegan=Nein
door,no,Tür=Nein
female,no,Weiblich=Nein
fire_hydrant:diameter:signed,no,Feuerhydrant:Durchmesser:Beschildert=Nein
fixme,yes,Reparieren=Ja
flashing_lights,no,Blinklichter=Nein
floating,no,Schwimmend=Nein
fuel:GTL_diesel,yes,Kraftstoff:GTL-Diesel=Ja
fuel:octane_91,yes,Kraftstoff:Oktan_91=Ja
generator:solar:tracking,no,Generator:Solar:Nachführung=Nein
geometry:reviewed,no,Geometrie:Geprüft=Nein
grande_circulation,yes,Großraumverkehr=Ja
hgv:national_network,no,LKW:Nationales_Netzwerk=Nein
indoor_seating,no,Innensitze=Nein
informal,no,Informell=Nein
internet_access:fee,yes,Internetzugang:Gebühr=Ja
language:en,yes,Sprache:Englisch=Ja
LINZ:reviewed,no,LINZ:Geprüft=Nein
lockable,yes,Abschließbar=Ja
luminous,yes,Leuchtend=Ja
magic_wand,yes,Zauberstab=Ja
marker,yes,Markierung=Ja
maxheight:signed,no,Maximale Höhe:Beschildert=Nein
maxstay,no,Maximale tay=nein
monitoring:water_level,yes,Überwachung:Wasserstand=ja
monitoring:weather,yes,Überwachung:Wetter=ja
obstacle:parking,yes,Hindernis:Parken=ja
offshore,yes,Offshore=ja
organic,yes,Organisch=ja
overtaking:hgv,no,Überholen:LKW=nein
parking:both,yes,Parken:beide=ja
parking:both:fee,no,Parken:beide:gebührenfrei=nein
parking:fee,no,Parken:gebührenfrei=nein
parking:left,yes,Parken:links=ja
parking:left:fee,no,Parken:links:gebührenfrei=nein
parking:right,yes,Parken:rechts=ja
parking:right:fee,no,Parken:rechts:gebührenfrei=nein
payment:app,yes,Zahlung:App=ja
payment:apple_pay,yes,Zahlung:Apple_Pay=ja
payment:cards,no,Zahlung:Karten=nein
payment:cryptocurrencies,no,Zahlung:Kryptowährungen=nein
payment:google_pay,yes,Zahlung:Google_Pay=ja
payment:lightning,yes,Zahlung:Lightning=ja
payment:notes,no,Zahlung:Notizen=nein
payment:onchain,yes,Zahlung:OnChain=ja
payment:unionpay,yes,Zahlung:UnionPay=ja
pole,yes,Mast=ja 
power_supply,no,Stromversorgung=nein
preschool,yes,Vorschule=ja
priority_road,yes,Prioritätsstraße=ja
railway:asfa,yes,Eisenbahn:ASFA=ja
railway:atc,no,Eisenbahn:ATC=nein
railway:aws,yes,Eisenbahn:AWS=ja
railway:ctc,no,Eisenbahn:CTC=nein
railway:ctc,yes,Eisenbahn:CTC=ja
railway:etms,yes,Eisenbahn:ETMS=ja
railway:evm,no,Eisenbahn:EVM=nein
railway:kvb,no,Eisenbahn:KVB=nein
