route_id,trip_id,nota
"1749",1673455,"servei a la demanda, aquest servei no es prestar&#224; si no es demana abans de les 12.00 hores del dia feiner anterior mitjan&#231;ant l'aplicaci&#243; &#34;Cots Alsina clic.cat&#34;, per Whatsapp al 677 49 49 05, tot indicant la ruta, les parades d&#8217;origen i destinaci&#243;, el dia i l&#8217;hora, o b&#233; per tel&#232;fon trucant al 973 53 21 27.&#160;"
"1674",1668024,"Av.St.Jordi, La Plana i Pl.Gala Placidia enlla&#231; intermodal amb altres serveis de pas"
"1674",1668026,"Av.St.Jordi, La Plana i Pl.Gala Placidia enlla&#231; intermodal amb altres serveis de pas"
"0427",1664707,"Servei a la demanda. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"0183",1665100,"I festes locals a Barcelona"
"0147",1649351,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0147",1649353,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"1747",1671086,"servei a la demanda, aquest servei no es prestar&#224; si no es demana abans de les 12.00 hores del dia feiner anterior mitjan&#231;ant l'aplicaci&#243; &#34;Cots Alsina clic.cat&#34;, per Whatsapp al 677 49 49 05, tot indicant la ruta, les parades d&#8217;origen i destinaci&#243;, el dia i l&#8217;hora, o b&#233; per tel&#232;fon trucant al 973 53 21 27.&#160;"
"1747",1671088,"servei a la demanda, aquest servei no es prestar&#224; si no es demana abans de les 12.00 hores del dia feiner anterior mitjan&#231;ant l'aplicaci&#243; &#34;Cots Alsina clic.cat&#34;, per Whatsapp al 677 49 49 05, tot indicant la ruta, les parades d&#8217;origen i destinaci&#243;, el dia i l&#8217;hora, o b&#233; per tel&#232;fon trucant al 973 53 21 27.&#160;"
"1799",1671374,"Servei a la demanda. Reserva prèvia al tlf. 627681964 amb 24 hores d'antelació"
"1801",1671404,"Ret&#232;n"
"1557",1800877,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"1557",1800881,"Nits"
"0067",1800958,"Parades a la demanda: Gran Via - Balmes (BCN), Pl.Valldaura i Estació de Bus/FGC de Manresa els dissabtes, diumenges i festius. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
"1832",1671638,"Expedicions a la demanda: 6:25 i 17.30 sentit Prats de Lluçanès i de les 7:20 i 18:25 sentit Navàs. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
"1840",1671660,"Servei a la demanda Clic.cat el Pla de l'Estany. Reserva prèvia al tlf. 972204868 de 8 a 20h o bé a través de la app Nemi amb 15 minuts de marge"
"0199",1836898,"excepte Segon Dilluns de Pasqua i 24/09"
"0691",1654595,"desembre, gener, febrer i març"
"0324",1652512,"La parada a l'aeroport s'efectuarà del 15/06 al 15/09"
"0500",1652589,"Parades a la demanda: Coll de Papers - Can Moncau, Can Companys de Dalt i Can Paulino - Can Joan Capella. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
"0500",1652593,"Parades a la demanda: Coll de Papers - Can Moncau, Can Companys de Dalt i Can Paulino - Can Joan Capella. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
"0704",1655611,"Dissabtes a partir de les 10h.Diumenge s i festius del 15 de juny a finals d'agost a demanda tota la franja hor&#224;ria.&#160;Servei a demanda a les parades:&#10;&#10;6-Montalmar&#10;&#10;7-Cam&#237; del Transformador- av. Regadiu&#10;&#10;11-CEIP Sot del Camp&#10;&#10;12-Cam&#237; del Pedr&#243;- Can Calella&#10;&#10;13-Parc Gabrielistes&#10;&#10;14-Pg. Pins- Can Ripoll&#10;&#10;17-Pg. Mar&#237;tim- Riera de Sant Vicen&#231;&#10;&#10;18-c.Maregassa- pg Mar&#237;tim"
"0704",1655612,"2-Riera de Caldetes (Museu Picasso)&#10;&#10;3-Riera de Caldetes- c. Merc&#232;&#10;&#10;4-Torrentb&#243;&#10;&#10;5-Merc&#233;&#10;&#10;6-Torrevella (c.Llu&#237;s Companys)&#10;&#10;7-c. Ginesta- c. Llu&#237;s companys&#10;&#10;8-c.Fornaca- c. Torrevella&#10;&#10;&#160;"
"0704",1655637,"Servei a demanda a les parades:&#10;&#10;6-Montalmar&#10;&#10;7-Cam&#237; del Transformador- av. Regadiu&#10;&#10;11-CEIP Sot del Camp&#10;&#10;12-Cam&#237; del Pedr&#243;- Can Calella&#10;&#10;13-Parc Gabrielistes&#10;&#10;14-Pg. Pins- Can Ripoll&#10;&#10;17-Pg. Mar&#237;tim- Riera de Sant Vicen&#231;&#10;&#10;18-c.Maregassa- pg Mar&#237;tim"
"0704",1655642,"9-Rda. Pont del Sergent (Complex esportiu) 10-Ctra. Nacional parada bus Montalt Parc (c. Costa Brava)"
"0387",1650754,"Dia de mercat"
"0847",1651205,"Servei a la demanda. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"0055",1681278,"I festes locals a Barcelona"
"0055",1681283,"Excepte festes locals a Barcelona"
"0055",1681285,"Excepte festes locals a Barcelona"
"0055",1681300,"Excepte festes locals a Barcelona"
"0055",1681310,"I festes locals a Barcelona"
"0055",1681312,"I festes locals a Barcelona"
"0055",1681313,"Excepte festes locals a Barcelona"
"0055",1681317,"I festes locals a Barcelona"
"0055",1681331,"Excepte festes locals a Barcelona"
"0055",1681336,"Excepte festes locals a Barcelona"
"0055",1681337,"I festes locals a Barcelona"
"0055",1681341,"I festes locals a Barcelona"
"0055",1681352,"Excepte festes locals a Barcelona"
"0055",1681365,"I festes locals a Barcelona"
"0055",1681369,"Excepte festes locals a Barcelona"
"0055",1681373,"I festes locals a Barcelona"
"0532",1684952,"Parades a la demanda: Llumbreres. Reserva prèvia al tlf. 937780088 amb 24 hores d'antelació"
"0532",1684955,"Parades a la demanda: Llumbreres. Reserva prèvia al tlf. 937780088 amb 24 hores d'antelació"
"0532",1684957,"Parades a la demanda: Llumbreres. Reserva prèvia al tlf. 937780088 amb 24 hores d'antelació"
"0532",1684958,"Parades a la demanda: Llumbreres. Reserva prèvia al tlf. 937780088 amb 24 hores d'antelació"
"0392",1680638,"Servei a la demanda. Reserva prèvia al tlf. 938210485 abans de les 12.00h del dia anterior a la data del viatge o bé enviant un mail a bergapv1@alsa.es"
"0322",1656698,"Expedicions a la demanda: tram de Granollers de Rocacorba i Sant Aniol de Finestres. Reserva prèvia al tlf. 972245012"
"0322",1656700,"Expedicions a la demanda: tram de Granollers de Rocacorba i Sant Aniol de Finestres. Reserva prèvia al tlf. 972245012"
"0322",1656704,"Expedicions a la demanda: tram de Granollers de Rocacorba i Sant Aniol de Finestres. Reserva prèvia al tlf. 972245012"
"0322",1656708,"Expedicions a la demanda: tram de Granollers de Rocacorba i Sant Aniol de Finestres. Reserva prèvia al tlf. 972245012"
"0084",1659191,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0084",1659196,"Nits"
"0084",1659197,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0411",1657275,"Dies d'obertura de Port Aventura fins a les 24:00h"
"0411",1657276,"Dies d'obertura de Port Aventura fins a les 20:00"
"0047",1659347,"Dies lectius de la UAB"
"0713",1657405,"Dies d'obertura de Port Aventura fins a les 20:00"
"0125",1663890,"Nits"
"0095",1663900,"Parades a la demanda: Can Montcau. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge"
"0095",1663902,"Parades a la demanda: Can Montcau. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge"
"0095",1663905,"Parades a la demanda: Can Montcau. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge"
"0748",1659955,"Servei a la demanda. Reserva prèvia al tlf. 973620733 amb 24 hores d'antelació"
"0359",1657984,"Terral i Can Duli. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0359",1657998,"Cal Manco, Santa Quit&#232;ria i Roquetes, Terral i Can Duli. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0359",1658015,"Terral i Can Duli. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0359",1658016,"Cal Manco, Santa Quit&#232;ria i Roquetes. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0359",1658018,"Cal Manco, Santa Quit&#232;ria i Roquetes. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0359",1658019,"Cal Manco, Santa Quit&#232;ria i Roquetes. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0359",1658020,"Terral i Can Duli. Reserva pr&#232;via el dia anterior a la data del viatge/amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app"
"0975",1664227,"Servei a la demanda. Reserva prèvia al tlf. 610477157 amb 24 hores d'antelació"
"0965",1660356,"Pol. Ind. Santa Ll&#250;cia&#160;&#160;(aquesta parada nom&#233;s s'efectua si es demana previament)"
"0965",1660358,"Pol. Ind. Santa Ll&#250;cia&#160;&#160;(aquesta parada nom&#233;s s'efectua si es demana previament)"
"1353",1664377,"Parades a la demanda: Av. Dels Ametllers (Fonollosa), Monistrolet (Rajadell)  i els municipis d'Aguilar de Segarra i Sant Pere Sallavinera. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
"0689",1658332,"Dimecres de mercat no fa parada a Pg. Albert"
"0857",1788881,"Aquesta línia enllaça amb el bus exprés (e6) Les Borges Blanques- Lleida"
"0734",1789971,"Servei a la demanda. Reserva prèvia al tlf. 973623035 amb 24 hores d'antelació"
"1818",1796858,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796862,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796866,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796875,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796887,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796902,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796925,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796926,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796928,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796951,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796956,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"0105",1803269,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0707",1803952,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0921",1806639,"Parades a la demanda: Calbet. Reserva prèvia al tlf. 938041213 amb 24 hores d'antelació"
"0921",1806642,"Parades a la demanda: Calbet. Reserva prèvia al tlf. 938041213 amb 24 hores d'antelació"
"0921",1806668,"Parades a la demanda: Calbet. Reserva prèvia al tlf. 938041213 amb 24 hores d'antelació"
"0921",1806694,"Parades a la demanda: Calbet. Reserva prèvia al tlf. 938041213 amb 24 hores d'antelació"
"0808",1807300,"Enlla&#231; a Altafulla i Tarragona"
"0808",1807306,"A Vendrell(estació d'autobusos) enllaça amb línia exprés e1"
"1892",1803328,"Servei a la demanda. Reserva pr&#232;via abans de les 18:00h del dia anterior a la data del viatge."
"1567",1801599,"Circularà quan el funicular no estigui en servei"
"1892",1803321,"Servei a la demanda. Reserva pr&#232;via abans de les 18:00h del dia anterior a la data del viatge."
"1699",1793120,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793124,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793132,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793136,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793142,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793145,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793149,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793167,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793168,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793172,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793176,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793197,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793213,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793214,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793218,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793219,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1803",1797720,"Els dijous de 7:00 a 16:00 (dies de mercat) no para a ""c. Mercè (CAP)"""
"1803",1797729,"Els dijous de 7:00 a 16:00 (dies de mercat) no para a ""c. Mercè (CAP)"""
"1803",1797741,"Els dijous de 7:00 a 16:00 (dies de mercat) no para a ""c. Mercè (CAP)"""
"1699",1793227,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793240,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1028",1794760,"Entre Sant Bartomeu del Grau i Gurb es realitza com a un servei escolar de ""portes obertes"""
"1740",1791859,"No circula el 25/12 ni el 1/01"
"1740",1791874,"No circula el 25/12 ni el 1/01"
"0145",1803310,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0242",1816393,"Dies d'obertura del Parc d'Atraccions del Tibidabo"
"1825",1818811,"un m&#224;xim de 28 alumnes del centre IES PEREFONTDEVILA utilitzen aquestservei per anar a l'escola per la qual cosa es realitza una reserva&#160;de places per al curs escolar 2022-2023"
"0382",1808982,"Dies lectius de la UAB"
"0382",1808984,"Dies lectius de la UAB"
"0382",1808986,"Dies lectius de la UAB"
"1492",1819881,"Excepte festes locals a Barcelona"
"1492",1819882,"I festes locals a Barcelona"
"1492",1819894,"Excepte festes locals a Barcelona"
"1492",1819896,"Excepte festes locals a Barcelona"
"1492",1819906,"I festes locals a Barcelona"
"1492",1819908,"Excepte festes locals a Barcelona"
"1792",1819800,"Excepte festes locals a Barcelona"
"1792",1819806,"Excepte festes locals a Barcelona"
"1792",1819809,"Excepte festes locals a Barcelona"
"1792",1819814,"Excepte festes locals a Barcelona"
"1492",1819835,"Excepte festes locals a Barcelona"
"1492",1819846,"Excepte festes locals a Barcelona"
"1492",1819859,"Excepte festes locals a Barcelona"
